rank,GID_3,NAME_3,NAME_2,NAME_1,TYPE_3,cells,risk_mean,risk_max,risk_p75,risk_p90,risk_p95,class_max,class_3plus_cells,class_3plus_pct,risk_mean_norm,risk_max_norm,risk_p75_norm,risk_p90_norm,risk_p95_norm
333,THA.20.7.6_1,NamDip,PaSang,Lamphun,Tambon,7450,0.34670329093933105,0.49029242992401123,0.3570467531681061,0.3904256224632263,0.4161708354949951,3,11,0.14765100671140938,0.14441381758093297,0.6536574193127653,0.18109724640433822,0.29947650365022677,0.3907827480107424
334,THA.75.5.4_1,NamKhrai,NamPat,Uttaradit,Tambon,29760,0.35169270634651184,0.5444493889808655,0.36797431111335754,0.39028576016426086,0.4126761853694916,3,385,1.2936827956989247,0.16210894334361428,0.845726854953704,0.21985218988768118,0.2989804774091386,0.3783888564581655
335,THA.75.4.16_1,WangDin,MuangUttaradit,Uttaradit,Tambon,4694,0.3466843366622925,0.4777953028678894,0.3595387935638428,0.3902561068534851,0.42044901847839355,3,15,0.31955688112484026,0.1443465956143163,0.6093359473799974,0.18993534959069117,0.2988753109676549,0.4059554646015571
336,THA.32.10.10_1,SilaPhet,Pua,Nan,Tambon,3506,0.3459576964378357,0.505358099937439,0.36245208978652954,0.39022061228752136,0.4117572605609894,3,27,0.7701083856246435,0.14176954217084461,0.7070883132814223,0.20026745041560826,0.29874942832262275,0.3751298594162491
337,THA.11.15.1_1,MaeLoi,Thoeng,ChiangRai,Tambon,6653,0.3405710458755493,0.4993317127227783,0.36039379239082336,0.39018958806991577,0.4137634336948395,3,90,1.35277318502931,0.1226656088719467,0.6857155329142953,0.19296763103765033,0.29863939991500016,0.38224481838601115
338,THA.11.15.4_1,SanSaiNgam,Thoeng,ChiangRai,Tambon,2873,0.3476608693599701,0.45319604873657227,0.361538827419281,0.39008963108062744,0.4188693165779114,3,1,0.034806822137138885,0.14780990092898433,0.5220938839319735,0.19702853540774404,0.2982848991665216,0.4003529998806704
339,THA.10.23.4_1,KhuaMung,Saraphi,ChiangMai,Tambon,950,0.35069262981414795,0.4853290915489197,0.36404529213905334,0.39006373286247253,0.4053146541118622,3,3,0.3157894736842105,0.1585621390452557,0.63605477660164,0.20591779493347193,0.298193050284462,0.35228094385137265
340,THA.75.6.11_1,ThaSak,Phichai,Uttaradit,Tambon,9439,0.3471149504184723,0.5014210939407349,0.36397799849510193,0.38996100425720215,0.4076753258705139,3,46,0.4873397605678568,0.14587378145652458,0.6931255920897079,0.2056791358129995,0.2978287199087895,0.36065314384771563
341,THA.19.13.2_1,RongKho,WangNua,Lampang,Tambon,22431,0.34886983036994934,0.5034071803092957,0.3611868619918823,0.3898085057735443,0.4170571565628052,3,186,0.8292095760331684,0.15209752089403525,0.7001693126860429,0.19578027844902857,0.2972878790232902,0.3939261148144848
342,THA.10.13.2_1,HuaiSai,MaeRim,ChiangMai,Tambon,3183,0.3443630635738373,0.4919642508029938,0.354817271232605,0.38975462317466736,0.4118292033672333,3,14,0.43983663210807417,0.1361141242970099,0.6595865870192057,0.17319031542850885,0.2970967826150465,0.37538500694362753
343,THA.20.6.9_1,SiBuaBan,MuangLamphun,Lamphun,Tambon,13096,0.35109734535217285,0.5124430656433105,0.3642151653766632,0.3896515369415283,0.41573336720466614,3,84,0.6414172266340867,0.1599974760054044,0.7322153770671416,0.20652025595503654,0.2967311839003813,0.38923125233783945
344,THA.10.8.6_1,NaKhoRuea,Hot,ChiangMai,Tambon,36226,0.3443058133125305,0.519957959651947,0.3633939325809479,0.38955703377723694,0.41097939014434814,3,378,1.0434494561916856,0.13591108436325103,0.7588671957119996,0.20360772684797784,0.2963960253215424,0.37237111641206344
345,THA.11.5.2_1,Ta,KhunTan,ChiangRai,Tambon,8192,0.3400914669036865,0.4918119013309479,0.35992783308029175,0.38955140113830566,0.40828126668930054,3,23,0.28076171875,0.12096476628264533,0.6590462746082867,0.1913150910249902,0.2963760489824063,0.3628021328811282
346,THA.32.4.5_1,PhraThat,ChiangKlang,Nan,Tambon,4082,0.3420054614543915,0.4818502366542816,0.36155688762664795,0.38949063420295715,0.4083680808544159,3,26,0.6369426751592357,0.12775281087702153,0.623716903354577,0.1970925865268788,0.2961605370485519,0.3631100221716225
347,THA.32.15.11_1,San,WiangSa,Nan,Tambon,15331,0.3517589569091797,0.5192886590957642,0.3656427562236786,0.38946107029914856,0.41543859243392944,3,201,1.3110690757289152,0.1623439031420245,0.7564934992870349,0.2115832538243327,0.29605568769181645,0.38818582392305073
348,THA.32.8.1_1,BoKaeo,NaMun,Nan,Tambon,41463,0.344697505235672,0.5055938959121704,0.3637596368789673,0.3894496262073517,0.4156245291233063,3,626,1.5097798036803898,0.13730023264507976,0.7079245714573205,0.2049047091629988,0.2960151008440479,0.3888452545043738
349,THA.19.12.7_1,WiangMok,Thoen,Lampang,Tambon,66175,0.34979549050331116,0.5177465081214905,0.3640039563179016,0.38937169313430786,0.4154706299304962,3,502,0.7585946354363431,0.15538040498698208,0.7510242101603889,0.2057711960848912,0.2957387086385406,0.3882994459578195
350,THA.47.2.3_1,HuaiO,Long,Phrae,Tambon,24462,0.35183587670326233,0.4996885359287262,0.3662828505039215,0.38923683762550354,0.41393429040908813,3,199,0.8135066633962882,0.1626167017203856,0.6869810181443291,0.21385336923155462,0.29526043914335115,0.3828507673398059
351,THA.11.8.2_1,BuaSali,MaeLao,ChiangRai,Tambon,2542,0.3356870412826538,0.490178644657135,0.3488505184650421,0.3891684114933014,0.4137186110019684,3,11,0.4327301337529505,0.10534432602738365,0.653253876123233,0.1520290305884258,0.2950177636160683,0.3820858532322509
352,THA.23.5.3_1,MueangPaeng,Pai,MaeHongSon,Tambon,54104,0.3403063714504242,0.5774034261703491,0.3614089787006378,0.3891150653362274,0.40997886657714844,3,638,1.1792104095815465,0.1217269323223826,0.9625994311711007,0.19656802265845333,0.29482856971631377,0.36882272668996396
353,THA.11.1.1_1,BunRueang,ChiangKhong,ChiangRai,Tambon,4860,0.34178295731544495,0.4922997057437897,0.36231064796447754,0.3890232741832733,0.40808936953544617,3,22,0.45267489711934156,0.12696369263368795,0.6607762889944218,0.19976582234396867,0.29450302937483674,0.36212156331659234
354,THA.11.8.4_1,DongMada,MaeLao,ChiangRai,Tambon,6573,0.3376414477825165,0.48839515447616577,0.3490179181098938,0.3890102505683899,0.41669219732284546,3,19,0.2890613114255287,0.1122756929279426,0.646928669566301,0.1526227189319571,0.2944568406965168,0.39263177487236545
355,THA.75.6.4_1,KhoRum,Phichai,Uttaradit,Tambon,6937,0.34688428044319153,0.49740511178970337,0.3588068187236786,0.38876330852508545,0.4140767455101013,3,53,0.7640190283984432,0.14505570280618946,0.678882779370424,0.18733937675724405,0.2935810526220108,0.38335598903859164
356,THA.11.1.6_1,Wiang,ChiangKhong,ChiangRai,Tambon,23287,0.34139156341552734,0.5272109508514404,0.3592103123664856,0.3887469172477722,0.413923054933548,3,266,1.1422682183192339,0.12557560130101986,0.7845901674344874,0.1887703802258341,0.29352292041817557,0.38281092035644976
357,THA.11.13.10_1,SanMakhet,Phan,ChiangRai,Tambon,6126,0.34461289644241333,0.4604407846927643,0.35976141691207886,0.3886813521385193,0.4153673052787781,3,27,0.4407443682664055,0.13700016477837415,0.5477875781627116,0.190724890613689,0.2932903916028349,0.3879330016838257
358,THA.47.6.6_1,Sa-iap,Song,Phrae,Tambon,74168,0.3466564118862152,0.560660719871521,0.36246100068092346,0.3886590600013733,0.41825157403945923,3,874,1.1784057814690971,0.14424755947796436,0.9032208728856921,0.2002990531955114,0.29321133180561904,0.3981621556604965
359,THA.11.11.2_1,DonLan,MuangChiangRai,ChiangRai,Tambon,11100,0.3379092812538147,0.5022286176681519,0.35945284366607666,0.3886094093322754,0.41604486107826233,3,184,1.6576576576576578,0.11322557313860948,0.6959895015353772,0.18963052545276268,0.29303524407545645,0.39033597560054
360,THA.11.11.1_1,BanDu,MuangChiangRai,ChiangRai,Tambon,9301,0.3334762156009674,0.5057715177536011,0.350596159696579,0.3884676992893219,0.4086194336414337,3,44,0.4730674121062251,0.09750356006901033,0.7085545131570617,0.15822000460195665,0.2925326647495723,0.3640014530937061
361,THA.10.15.1_1,BanKat,MaeWang,ChiangMai,Tambon,17113,0.34659481048583984,0.49884718656539917,0.3612198829650879,0.38816916942596436,0.41266563534736633,3,115,0.6720037398469,0.14402908808646014,0.6839971449689273,0.19589738841602744,0.2914739187753595,0.37835144045787883
362,THA.19.7.6_1,BanUeam,MuangLampang,Lampang,Tambon,16042,0.3458966612815857,0.4981308877468109,0.3597754240036011,0.38815245032310486,0.4167805314064026,3,99,0.6171300336616382,0.14155307898274563,0.6814567676613298,0.19077456722423905,0.2914146239274476,0.39294505460357904
363,THA.47.2.6_1,ThungLaeng,Long,Phrae,Tambon,12379,0.35040536522865295,0.5124784111976624,0.36286428570747375,0.38814041018486023,0.4156208336353302,3,31,0.2504241053396882,0.1575433457493151,0.7323407312375934,0.201729316799689,0.2913719231813578,0.38883214833478186
364,THA.19.5.1_1,MaePhrik,MaePhrik,Lampang,Tambon,43629,0.3503676950931549,0.5494825839996338,0.3649241030216217,0.3880443871021271,0.411542683839798,3,277,0.6348988058401522,0.15740974737541027,0.8635772465480833,0.20903452661836622,0.2910313741617997,0.3743688560205885
365,THA.20.1.3_1,NongPlaSawai,BanHong,Lamphun,Tambon,9960,0.35033974051475525,0.4964580237865448,0.3607029914855957,0.38801097869873047,0.41601672768592834,3,19,0.19076305220883535,0.15731060554414228,0.6755239006328272,0.194064215791814,0.29091289016089195,0.3902361995997756
366,THA.10.12.4_1,ChangKhoeng,MaeChaem,ChiangMai,Tambon,14928,0.3435375988483429,0.5073434114456177,0.36404573917388916,0.38799697160720825,0.41181254386901855,3,96,0.6430868167202572,0.13318658651187013,0.7141292858099396,0.20591938035721288,0.2908632135503419,0.3753259234855478
367,THA.10.3.5_1,MaeSoi,ChomThong,ChiangMai,Tambon,20573,0.3471067249774933,0.5045168995857239,0.36423856019973755,0.38799405097961426,0.4134795665740967,3,90,0.43746658241384334,0.1458446096596909,0.7041049685806008,0.20660322646414675,0.29085285544856765,0.3812380743105019
368,THA.19.3.2_1,LaiHin,KoKha,Lampang,Tambon,16971,0.3466271758079529,0.5053364038467407,0.3581622838973999,0.3876306116580963,0.41555076837539673,3,86,0.5067468033704555,0.1441438727653056,0.7070113673825278,0.1850535128075286,0.2895639059471676,0.3885836595871155
369,THA.32.7.6_1,PhaSing,MuangNan,Nan,Tambon,8553,0.33575499057769775,0.506168782711029,0.3489498198032379,0.38762256503105164,0.4143024981021881,3,66,0.7716590669940372,0.1055853104360095,0.7099634263881944,0.15238120604875094,0.2895353683198303,0.3841566280277762
370,THA.10.22.2_1,MaeFaek,SanSai,ChiangMai,Tambon,9393,0.3465971350669861,0.49997472763061523,0.36172401905059814,0.3876020312309265,0.40786176919937134,3,37,0.3939103587778133,0.1440373322899131,0.6879960064232914,0.19768532361616553,0.2894625445226622,0.3613143712426118
371,THA.20.4.7_1,SiWichai,Li,Lamphun,Tambon,29801,0.3469395935535431,0.5436426401138306,0.3599236309528351,0.3875996768474579,0.4149788022041321,3,85,0.2852253280091272,0.14525187257040417,0.8428656935758524,0.19130018804182516,0.28945419462429317,0.3865551627580158
372,THA.10.14.8_1,MaeTaeng,MaeTaeng,ChiangMai,Tambon,5421,0.3441438376903534,0.4877895712852478,0.35553479194641113,0.38757768273353577,0.41198238730430603,3,23,0.42427596384430916,0.13533663249444336,0.6447809488718812,0.17573502622766496,0.28937619177623797,0.3759282788121963
373,THA.11.16.1_1,DonSila,WiangChai,ChiangRai,Tambon,10767,0.3377479016780853,0.4876590371131897,0.3554428219795227,0.3874078691005707,0.41041556000709534,3,57,0.5293953747561995,0.11265323516812309,0.644318005139521,0.17540885171669154,0.28877394214450547,0.37037147429504924
374,THA.41.2.1_1,BanMang,ChiangMuan,Phayao,Tambon,17481,0.3494682013988495,0.5511731505393982,0.36342060565948486,0.3872861862182617,0.41681820154190063,3,142,0.8123105085521424,0.15421966341876758,0.869572896356728,0.20370232379785508,0.28834238980221627,0.3930786529774839
375,THA.32.10.7_1,Sakat,Pua,Nan,Tambon,5170,0.3409994840621948,0.512434184551239,0.36460214853286743,0.387201726436615,0.403923898935318,3,43,0.8317214700193424,0.1241850789852823,0.7321838799821545,0.20789270444012717,0.288042850410091,0.34734858489833154
376,THA.19.1.2_1,ChaeHom,ChaeHom,Lampang,Tambon,22492,0.3481215834617615,0.511184811592102,0.361568421125412,0.38719090819358826,0.41353607177734375,3,169,0.7513782678285613,0.1494438386364172,0.7277529377109209,0.19713349045939554,0.28800448315555977,0.38143847187135915
377,THA.19.9.8_1,NaKae,Ngao,Lampang,Tambon,27197,0.34601616859436035,0.5073117017745972,0.3637145459651947,0.3871757686138153,0.4142964780330658,3,168,0.6177151891752767,0.14197691559616213,0.7140168264192476,0.204744792754994,0.2879507901381993,0.38413527765473127
378,THA.41.8.5_1,BanTun,MuangPhayao,Phayao,Tambon,3239,0.34180185198783875,0.4855448603630066,0.3576727509498596,0.3871302008628845,0.40975698828697205,3,20,0.6174745291756715,0.1270307032104725,0.6368200077939431,0.18331736811626187,0.28778918261153746,0.3680358280398677
379,THA.32.15.10_1,NamPua,WiangSa,Nan,Tambon,4611,0.34881627559661865,0.46224209666252136,0.3582838177680969,0.3870849311351776,0.41207683086395264,3,11,0.23855996530036866,0.1519075871298683,0.55417599027945,0.18548453667523745,0.2876286320340363,0.37626322600120304
380,THA.41.9.2_1,NaPrang,Pong,Phayao,Tambon,8955,0.34142425656318665,0.505291223526001,0.35495853424072266,0.3869531452655792,0.41130560636520386,3,44,0.49134561697375767,0.12569154862394202,0.7068511338897748,0.17369130933065208,0.2871612491152014,0.37352805296329966
381,THA.10.11.5_1,SanTonMue,MaeAi,ChiangMai,Tambon,2950,0.3294112980365753,0.47476592659950256,0.34591713547706604,0.3868867754936218,0.4027116000652313,3,1,0.03389830508474576,0.08308719629754936,0.5985921648570112,0.14162569139008158,0.286925866537127,0.34304912710268143
382,THA.23.6.2_1,Soppong,PangMaPha,MaeHongSon,Tambon,71136,0.3403145670890808,0.5268266797065735,0.362918496131897,0.3868653476238251,0.40535104274749756,3,688,0.9671614934772829,0.1217559984243002,0.7832273371867586,0.20192157585200937,0.28684987189247696,0.3524099973438868
383,THA.75.6.8_1,PhayaMaen,Phichai,Uttaradit,Tambon,3471,0.34156882762908936,0.5188798308372498,0.35477012395858765,0.3868567943572998,0.4057820439338684,3,19,0.547392682224143,0.12620427466176834,0.7550435764284694,0.17302310607129567,0.28681953745156663,0.35393855722000384
384,THA.19.10.3_1,SoemSai,SoemNgam,Lampang,Tambon,21082,0.3507980704307556,0.4984132945537567,0.36224132776260376,0.3866822421550751,0.4148174822330475,3,77,0.3652404895171236,0.15893608765829004,0.682458332685952,0.19951997596920387,0.28620048232817996,0.38598303617736157
385,THA.75.7.6_1,RuamChit,ThaPla,Uttaradit,Tambon,2690,0.3445361852645874,0.47622427344322205,0.3543224334716797,0.3866397738456726,0.4214250445365906,3,7,0.26022304832713755,0.13672810606442548,0.6037642398796854,0.17143535704218274,0.2860498670727888,0.40941697310265207
386,THA.47.2.2_1,HuaThung,Long,Phrae,Tambon,16468,0.3447270393371582,0.5043861269950867,0.36117497086524963,0.38658997416496277,0.41246822476387024,3,123,0.7469030847704639,0.13740497630689913,0.7036411792889121,0.19573810617751905,0.28587325086804594,0.3776513173338711
387,THA.32.9.6_1,Sathan,NaNoi,Nan,Tambon,38063,0.3449338376522064,0.5180157423019409,0.36309778690338135,0.38658320903778076,0.4068294167518616,3,279,0.732995297270315,0.138138393329467,0.7519790580321107,0.20255743646705018,0.2858492581220994,0.35765309935015593
388,THA.32.9.3_1,NaNoi,NaNoi,Nan,Tambon,5272,0.34207481145858765,0.49207064509391785,0.3548610806465149,0.38648542761802673,0.4114213287830353,3,19,0.3603945371775417,0.1279987629467024,0.6599639178695541,0.1733456869551229,0.28550247310249355,0.37393846632237604
389,THA.19.1.3_1,MaeSuk,ChaeHom,Lampang,Tambon,14572,0.34761062264442444,0.4971422851085663,0.35822510719299316,0.38642093539237976,0.4149166941642761,3,36,0.24704913532802636,0.14763169930050046,0.6779506559056558,0.18527631769059144,0.2852737493041311,0.3863348945529385
390,THA.32.15.1_1,NA,WiangSa,Nan,Tambon,47828,0.3455406725406647,0.5055549144744873,0.36101797223091125,0.3864032030105591,0.411052405834198,3,228,0.4767082043990968,0.14029055321036152,0.7077863225071088,0.19518130535969408,0.28521086082907304,0.3726300689564202
391,THA.75.3.3_1,FaiLuang,Laplae,Uttaradit,Tambon,7164,0.34276047348976135,0.5004070997238159,0.35683587193489075,0.38640084862709045,0.4103083908557892,3,22,0.30709101060859856,0.1304304858805861,0.6895294282655475,0.18034934917826959,0.285202510930704,0.36999139537688325
392,THA.23.3.2_1,MaeHo,MaeSariang,MaeHongSon,Tambon,32298,0.3349522352218628,0.564885675907135,0.36010482907295227,0.3862563371658325,0.4056788682937622,3,261,0.8080995727289616,0.10273831217691046,0.9182048183564165,0.19194281313149408,0.2846899962827098,0.3535726414205904
393,THA.10.6.5_1,Wiang,Fang,ChiangMai,Tambon,9877,0.3331266939640045,0.4976006746292114,0.3454136848449707,0.38624894618988037,0.40248942375183105,3,24,0.24298876176976816,0.09626397009341212,0.6795763494096357,0.13984018717301297,0.2846637839435259,0.34226117150342455
394,THA.19.4.1_1,BanDong,MaeMo,Lampang,Tambon,31269,0.3428070843219757,0.5308920741081238,0.3602895438671112,0.3861989974975586,0.4099698066711426,3,245,0.7835236176404745,0.13059579272931013,0.7976453920768766,0.19259791022125858,0.2844866392642027,0.3687905954354805
395,THA.10.9.1_1,NA,K.DoiLo,ChiangMai,Tambon,15445,0.3420896530151367,0.5089945793151855,0.3574102520942688,0.3861725628376007,0.4120635390281677,3,81,0.5244415668501133,0.12805139901490226,0.7199852069395477,0.18238640729557043,0.28439288787365397,0.3762160860686385
396,THA.11.17.7_1,WiangKalong,WiangPaPao,ChiangRai,Tambon,4006,0.3311624228954315,0.4830420911312103,0.3442020118236542,0.3861622214317322,0.40467458963394165,3,14,0.3494757863205192,0.08929761817563599,0.6279438544378072,0.1355429489706002,0.2843562117377798,0.3500109341390668
397,THA.41.8.2_1,BanMai,MuangPhayao,Phayao,Tambon,6808,0.338723361492157,0.47304248809814453,0.3577028512954712,0.38613682985305786,0.4104665517807007,3,71,1.0428907168037602,0.11611273546581283,0.592479933555948,0.18342411998148647,0.2842661596692933,0.3705523182964347
398,THA.19.9.1_1,BanHuat,Ngao,Lampang,Tambon,25680,0.34975379705429077,0.5009894371032715,0.3636268973350525,0.3860338628292084,0.41056033968925476,3,203,0.7904984423676013,0.1552325377994086,0.6915947069254375,0.2044339440068499,0.2839009837342923,0.370884940197288
399,THA.32.9.7_1,SiSaKet,NaNoi,Nan,Tambon,28534,0.3461088240146637,0.5126269459724426,0.3625284433364868,0.38596653938293457,0.4113016128540039,3,221,0.7745146141445294,0.142305521090205,0.7328675146992563,0.20053824079056415,0.28366221891890375,0.3735138898445471
400,THA.75.2.2_1,FakTha,FakTha,Uttaradit,Tambon,30345,0.3493916988372803,0.5273947715759277,0.3655577003955841,0.3858899474143982,0.40981122851371765,3,234,0.7711319822046466,0.1539483445692314,0.7852420936767699,0.21128160053388617,0.2833905829846194,0.3682281927871041
401,THA.47.6.7_1,TaoPun,Song,Phrae,Tambon,37347,0.3476800322532654,0.5333836674690247,0.361933171749115,0.3857722580432892,0.41108179092407227,3,299,0.8005997804375183,0.14787786276001347,0.8064819098394885,0.19842709053710245,0.28297319376108276,0.3727342841436593
402,THA.75.8.1_1,BoThong,ThongSaenKhan,Uttaradit,Tambon,34885,0.34525787830352783,0.5019568204879761,0.36141374707221985,0.3857091963291168,0.4107227325439453,3,149,0.42711767235201376,0.13928761415183052,0.6950255639008738,0.19658493384502357,0.2827495433186914,0.3714608717949206
403,THA.10.23.9_1,ThaKwang,Saraphi,ChiangMai,Tambon,565,0.346163809299469,0.48143261671066284,0.36085113883018494,0.38558635115623474,0.40409499406814575,3,2,0.35398230088495575,0.14250052821034304,0.6222358004957725,0.19458962521956796,0.28231386887467574,0.34795537941145477
404,THA.32.7.9_1,ThuemThong,MuangNan,Nan,Tambon,2204,0.3374251127243042,0.47969484329223633,0.34943485260009766,0.3855755031108856,0.40693628787994385,3,3,0.13611615245009073,0.11150845353223425,0.6160727299400827,0.154101390807692,0.28227539592522843,0.35803212131916134
405,THA.32.15.5_1,LaiNan,WiangSa,Nan,Tambon,13284,0.3444633185863495,0.5283021330833435,0.3558262884616852,0.3855556845664978,0.4155467450618744,3,171,1.2872628726287263,0.1364696819946491,0.7884600810912535,0.17676882820168663,0.28220510880604593,0.3885693907734469
406,THA.19.4.2_1,ChangNuea,MaeMo,Lampang,Tambon,40707,0.3504389524459839,0.49477618932724,0.36299052834510803,0.3855133056640625,0.41204914450645447,3,273,0.6706463261846857,0.15766246391971922,0.6695592194345893,0.20217704046413598,0.28205481063540294,0.3761650354241796
407,THA.47.8.4_1,Soi,WangChin,Phrae,Tambon,18801,0.3468713164329529,0.5028344392776489,0.36144575476646423,0.38545534014701843,0.40926605463027954,3,40,0.2127546407106005,0.14500972551770164,0.6981380677891256,0.19669845018487625,0.2818492340236585,0.36629471568754596
408,THA.11.4.1_1,DongMahaWan,K.WiengChiang,ChiangRai,Tambon,30922,0.3357853293418884,0.5039587616920471,0.35526609420776367,0.38535258173942566,0.40647920966148376,3,216,0.6985317896643166,0.10569290786056261,0.7021255141925548,0.17478208086443223,0.28148479795306997,0.3564110783914883
409,THA.11.2.2_1,MaeNgoen,ChiangSaen,ChiangRai,Tambon,7858,0.34194475412368774,0.4904671609401703,0.35978004336357117,0.38520073890686035,0.405191570520401,3,26,0.3308729956731993,0.12753751033299923,0.6542771086056484,0.19079094993622897,0.28094628235572405,0.35184442384802844
410,THA.47.5.10_1,ThungSi,RongKwang,Phrae,Tambon,4446,0.3490879237651825,0.48954853415489197,0.361929714679718,0.385175883769989,0.41506317257881165,3,29,0.6522717049032839,0.15287099628979137,0.6510191685128927,0.19841482992683904,0.2808581327957267,0.38685438506539294
411,THA.19.5.3_1,PhaPang,MaePhrik,Lampang,Tambon,9370,0.3470783233642578,0.4598354697227478,0.36106839776039124,0.38516175746917725,0.40848731994628906,3,5,0.05336179295624333,0.14574388240468195,0.5456408087225364,0.1953601411576743,0.2808080334055124,0.3635329075307945
412,THA.10.11.6_1,ThaTon,MaeAi,ChiangMai,Tambon,12807,0.3402702212333679,0.5025537610054016,0.35488107800483704,0.3851529061794281,0.408064603805542,3,75,0.5856172405715624,0.12159872438919701,0.6971426330696351,0.1734166082438018,0.2807766420154414,0.36203373084134316
413,THA.19.12.4_1,MaeWa,Thoen,Lampang,Tambon,11744,0.33862268924713135,0.4755359888076782,0.3593822121620178,0.3850680887699127,0.40457144379615784,3,33,0.28099455040871935,0.11575569803934874,0.601323215793188,0.18938002850169106,0.2804758342843233,0.34964512403456943
414,THA.10.19.4_1,SamoengTai,Samoeng,ChiangMai,Tambon,27298,0.34632179141044617,0.5393683910369873,0.3639650046825409,0.38500458002090454,0.4067844748497009,3,291,1.0660121620631549,0.14306081696039813,0.8277069287139581,0.2056330528295956,0.280250598418191,0.3574937114167315
415,THA.19.12.3_1,MaeThot,Thoen,Lampang,Tambon,32846,0.34556397795677185,0.4927268624305725,0.3621891736984253,0.38496023416519165,0.405093252658844,3,55,0.16744809109176156,0.14037320663472355,0.6622912142263666,0.19933500986609193,0.2800933243830878,0.3514957363199334
416,THA.11.5.3_1,YangHom,KhunTan,ChiangRai,Tambon,9406,0.33729785680770874,0.4920661747455597,0.36049768328666687,0.3849276304244995,0.40376603603363037,3,33,0.3508398894322773,0.1110571362406411,0.6599480636321445,0.19333608351504933,0.27997769414491386,0.3467887189279407
417,THA.10.12.5_1,MaeNaChon,MaeChaem,ChiangMai,Tambon,80209,0.3351863920688629,0.5492958426475525,0.3607131838798523,0.384878009557724,0.4035670757293701,3,764,0.9525115635402511,0.10356875713242505,0.8629149622040265,0.19410036345310788,0.27980171210966737,0.34608309966829764
418,THA.10.8.2_1,BoLuang,Hot,ChiangMai,Tambon,32314,0.336082398891449,0.5526111721992493,0.35491272807121277,0.38478171825408936,0.4103476107120514,3,304,0.9407687070619546,0.10674647478388825,0.8746728874466465,0.17352885624466174,0.27946021183586467,0.37013048988642344
419,THA.10.4.8_1,PaPong,DoiSaket,ChiangMai,Tambon,2658,0.34413573145866394,0.48108741641044617,0.35450801253318787,0.3846942186355591,0.4050092101097107,3,11,0.41384499623777277,0.13530788347727396,0.6210115362830037,0.17209351928451305,0.27914989156230086,0.35119767665663304
420,THA.32.9.2_1,ChiangKhong,NaNoi,Nan,Tambon,27221,0.34665316343307495,0.5141580104827881,0.3637790083885193,0.384540855884552,0.40484124422073364,3,211,0.7751368428786599,0.14423603873211338,0.7382974853171265,0.20497341085844037,0.2786059855242357,0.3506019801096965
421,THA.32.4.4_1,PhraPhutthabat,ChiangKlang,Nan,Tambon,7220,0.3417283296585083,0.5023173093795776,0.35721728205680847,0.38451051712036133,0.4111711382865906,3,41,0.5678670360110804,0.1267699538525427,0.6963040496055836,0.18170203271405624,0.2784983880996826,0.37305115750201906
422,THA.23.2.4_1,MaeNaChang,MaeLaNoi,MaeHongSon,Tambon,37450,0.33954882621765137,0.5346124768257141,0.3629007935523987,0.3844296336174011,0.40198034048080444,3,276,0.7369826435246996,0.11904027325095261,0.810839922618638,0.20185879307186735,0.27821153209748495,0.3404556909472199
423,THA.19.13.3_1,WangNuea,WangNua,Lampang,Tambon,9063,0.34099018573760986,0.5021005272865295,0.35251909494400024,0.3841642737388611,0.4125139117240906,3,40,0.4413549597263599,0.12415210217147034,0.6955352247861343,0.16503975767115203,0.2772704245648514,0.3778133476401972
424,THA.23.2.5_1,MaeTho,MaeLaNoi,MaeHongSon,Tambon,24246,0.3399602174758911,0.5322485566139221,0.361297070980072,0.38398638367652893,0.40421605110168457,3,330,1.3610492452363276,0.12049928587229962,0.8024562018764442,0.19617113824863314,0.2766395316108656,0.3483847121605066
425,THA.75.2.4_1,SongKhon,FakTha,Uttaradit,Tambon,17149,0.3488919734954834,0.4954769015312195,0.3638085126876831,0.3839643597602844,0.4083987772464752,3,83,0.48399323575718706,0.15217605221667077,0.6720443183010852,0.2050780488253437,0.2765614230678943,0.36321888793516843
426,THA.10.20.3_1,HuaiSai,SanKamphaeng,ChiangMai,Tambon,5898,0.346123605966568,0.48660847544670105,0.36040589213371277,0.38393887877464294,0.4009394645690918,3,9,0.1525940996948118,0.14235794576857275,0.6405921536533501,0.1930105431735723,0.2764710539146596,0.33676419030876975
427,THA.47.8.5_1,WangChin,WangChin,Phrae,Tambon,12530,0.34404435753822327,0.5114545226097107,0.3541896343231201,0.38384443521499634,0.41492941975593567,3,55,0.4389465283320032,0.13498382286462182,0.7287094767012997,0.1709643804962017,0.27613610672565286,0.38638002628209783
428,THA.19.9.3_1,BanPong,Ngao,Lampang,Tambon,10157,0.34387731552124023,0.4877411723136902,0.3581927418708801,0.38376668095588684,0.4094071388244629,3,17,0.16737225558727972,0.1343914028600833,0.6446093003281933,0.18516153301174598,0.275860348689642,0.3667950754201928
429,THA.32.13.1_1,ChomPhra,ThaWangPha,Nan,Tambon,12174,0.3446183502674103,0.49783357977867126,0.35722631216049194,0.3836658298969269,0.4147303104400635,3,32,0.26285526531953346,0.13701950694801385,0.6804023551786756,0.18173405827362363,0.27550267709368154,0.38567387854787444
430,THA.11.13.5_1,MaeO,Phan,ChiangRai,Tambon,17273,0.3345066010951996,0.49845898151397705,0.35595157742500305,0.38356393575668335,0.4075360596179962,3,189,1.0941932495802698,0.10115785609700595,0.682620362992278,0.17721316962881953,0.2751413061756588,0.36015923150494866
